id,title,body,tags
16167,Good refactoring support for C++,<p>The Visual Studio refactoring support for C# is quite good nowadays (though not half as good as some Java IDE's I've seen already) but I'm really missing C++ support.</p> <p>I have seen <a href= http://www.devexpress.com/Products/Visual_Studio_Add-in/RefactorCPP/index.xml >Refactor!</a> and am currently trying it out but maybe one of you guys know a better tool or plugin? <hr> I've been working with <a href= http://www.wholetomato.com/ >Visual Assist X</a> now for a week or two and got totally addicted. Thanks for the tip I'll try to convince my boss to get me a license at work too. <hr> I've been bughunting for a few days since Visual Assist X kept messing up my Visual Studio after a few specific refactorings It took me (and customer support) a week to hunt down but let's say for now that Visual Assist X is not a good combination with <a href= http://bluemars.org/clipx/ >ClipX</a>.</p>,c++|visual-studio|refactoring
493777,add_column for references (Rails),<p>I have the following Rails migration which works perfectly (irrelevant pieces removed):</p> <pre><code>create_table :comments do |t| t.text :body t.references :post end </code></pre> <p>Now I'd like to add an <code>author</code> column to my <code>comments</code> table (which is the userid of a user) but I have no idea how to do it (I'm tempted to just write the MySql-specific syntax using an <code>execute</code>). </p> <p>I've been looking at add_column <a href= http://api.rubyonrails.com/classes/ActiveRecord/ConnectionAdapters/SchemaStatements.html#M001658 >here</a> which doesn't mention <code>references</code>. I've actually found <a href= http://api.rubyonrails.com/classes/ActiveRecord/ConnectionAdapters/TableDefinition.html#M001737 >TableDefinition#references</a> but I have no idea how to use it with an <code>add_column</code> statement.</p> <p>Is this possible? Also is it true that for MySql the references functionality does not actually establish relationships between the tables?</p>,ruby-on-rails|schema
34868,How do you create optional arguments in php?,<p>In the PHP manual to show the syntax for functions with optional parameters they use brackets around each set of dependent optional parameter. For example for the <a href= http://php.net/date ><code>date()</code></a> function the manual reads:</p> <pre><code>string date ( string $format [ int $timestamp = time() ] ) </code></pre> <p>Where <code>$timestamp</code> is an optional parameter and when left blank it defaults to the <a href= http://php.net/time ><code>time()</code></a> function's return value.</p> <p>How do you go about creating optional parameters like this when defining a custom function in PHP?</p>,php
629017,how does array[100] = {0} set the entire array to 0?,<p>How does the compiler fill values in <code>char array[100] = {0};</code>? What's the magic behind it?</p> <p>I wanted to know how internally compiler initializes.</p>,c++|c|compiler-construction
274826,How to get client date and time in ASP.NET?,<p>I think the question says it all. If I use DateTime.Now then I get the date and time from the server point of view. I've heard of JavaScript solution but I wonder if there is another solution.</p> <p>thanks</p>,c#|.net|asp.net|datetime|client-side
60763,Learning kernel hacking and embedded development at home?,<p>I was always attracted to the world of kernel hacking and embedded systems.<br /> Has anyone got good tutorials (+easily available hardware) on starting to mess with such stuff?<br /> Something like kits for writing drivers etc which come with good documentation and are affordable?</p> <p>Thanks!</p>,linux|kernel|embedded
1539286,Create a function for given input and ouput,<p>Imagine there are two same-sized sets of numbers.</p> <p>Is it possible and how to create <strike>a function</strike> an algorithm or a subroutine which exactly maps input items to output items? Like:</p> <pre><code>Input = 1 2 3 4 Output = 2 3 4 5 </code></pre> <p>and the function would be:</p> <pre><code>f(x): return x + 1 </code></pre> <p>And by function I mean something slightly more comlex than [1]:</p> <pre><code>f(x): if x == 1: return 2 if x == 2: return 3 if x == 3: return 4 if x == 4: return 5 </code></pre> <p>This would be be useful for creating special hash functions or function approximations.</p> <p><hr /></p> <p><strong>Update:</strong></p> <p>What I try to ask is to find out is whether there is a way to <em>compress</em> that trivial mapping example from above [1].</p>,algorithm|function
349705,Total width of element (including padding and border) in jQuery,<p>As in the subject how can one get the total width of an element including its border and padding using jQuery? I've got the jQuery dimensions plugin and running .width() on my 760px-wide 10px padding DIV returns 760.</p> <p>Perhaps I'm doing something wrong but if my element manifests itself as 780 pixels wide and Firebug tells me that there's 10px padding on it but calling .width() only gives 760 I'd be hard pressed to see how.</p> <p>Thanks for any suggestions.</p>,jquery|dimensions
352236,Reading from a text field in another application's window,<p>Is there a way for a Windows application to access another applications data more specifically a text input field in GUI and grab the text there for processing in our own application?</p> <p>If it is possible is there a way to shield your application to prevent it?</p> <p>EDIT: The three first answers seem to be about getting the another applications window title not a specific text input field in that window. </p> <p>I'm no Windows API expect so could you be more exact how do I find a certain text field in that window what are the prequisites for it (seems like knowing a window handle something is required does it require knowing the text field handle as well? How do I get that? etc...)</p> <p>Code snippets in C++ really would be really appreciated. MSDN help is hard to browse since Win32-API has such horrible naming conventions.</p> <p><strong>Completed!</strong> See my answer below for a how-to in C++.</p>,c++|user-interface|winapi|textbox|ipc
344162,Set HTML element's style property in javascript,<p>I have a bunch of old classic ASP pages many of which show database data in tables. None of the pages have any sorting functionality built in: you are at the mercy of whatever ORDER BY clause the original developer saw fit to use.</p> <p>I'm working on a quick fix to tack on sorting via client-side javascript. I have a script already written that mostly does what I need. However I still need to add one bit of functionality. The table rows in these pages will often have alternating row colors and the mechanism used to achieve this varies among the pages. It might be as simple as changing a CSS class or the styles may have been rendered inline by the ASP code.</p> <p>Right now after sorting the table each row keeps the coloring scheme is was rendered with and so the alternating rows no longer alternate. I was hoping to fix it with something simple like this:</p> <pre><code>/* table is a var for the table element I'm sorting. I've already verified it exists and that there are at least three rows. At this point the first row (index 0) is always the header row. */ // check for alternating row styles: var RowStyle = table.rows[1].style; var AltStyle = table.rows[2].style; // SORT HAPPENS HERE!! // snip // Apply alternating row styles if (RowStyle === AltStyle) return true; for (var i=1il=table.rows.length;i&lt;il;i+=1) { if (i%2==0) table.rows[i].style=RowStyle; else table.rows[i].style=AltStyle; } </code></pre> <p>Unfortunately you can't just set to an element's style property like this. It complains that the object has no setter. How else can I do this simply? No frameworks like jQuery allowed here- that's out of my hands.</p> <p><strong>Update:</strong><br> While it would be the best solution it's just not practical to refactor 100+ pages to all use classes rather than inline style. Also sometimes there's more involved than just the background color. For example a row may be much darker or lighter than the alternating row with one style having a different foreground color as well to accommodate. Or an alternating style may set borders differently. I really don't know what is used on all of these pages so I need something that will generically apply <em>all</em> styles from one row to another.</p>,javascript|html|styles
110433,Are there any Common Lisp implementations for .Net?,<p>Are there any Common Lisp implementations for .Net?</p>,.net|lisp|common-lisp|language-implementation
512497,Development vs Production: Connection Strings,<p>I'm in the process of moving SQL server to a separate machine. Currently we are running our web server and sql server on the same box. So we have a production server with IIS and SQLServer and then a separate development server that mirrors this setup.</p> <p>When it comes to our asp.net control's app.config and web site's web.config this has worked good because we could use Initial Catalog=MyDB;... and it worked because the DB name was the same on both machines.</p> <p>Now I'm looking at running both DB's on the same box (MyDB MyDB-Dev). Is there an easy way to do this without needing to edit the web.config and app.config each time we deploy or compile? Is this something Visual Source Safe could handle? </p>,asp.net|sql-server|web-config|visual-sourcesafe|app-config
35849,What logging is good logging for your app?,<p>So we've discussed logging in passing at my place of work and I was wondering if some of you guys here could give me some ideas of your approaches?</p> <p>Typically our scenario is no logging really at all and mostly .NET apps winforms/WPF clients talking through web services or direct to a db.</p> <p>So the real question is where or what would you log? At the moment we have users reporting error messages - so I would assume log startups/shutdowns exceptions...</p> <p>Do you take it to calls to the web services or db? Page loads?</p> <p>How do you get a good idea of what the user was trying to do at the time?</p> <p>Is it better to go all the way and log everything across multiple attempts/days or log only what you need to (given hdd is cheap).</p> <p>I guess that's a few questions but I wanted to get more of an idea of what the actual practice is out there in larger shops!</p>,.net|logging|client-applications
360860,What is domain logic?,<p>What is domain logic? The Wikipedia page for domain logic redirects to business logic. Are they the same thing and if not how do they differ?</p>,design|architecture|dns|business-logic
264020,Fastest possible XML handling in Delphi for very large documents,<p>I need recommendations on what to use in Delphi (I use Delphi 2009) to handle very large XML files (e.g. 100 MB) as fast as possible. </p> <p>I need to input the XML access and update the data in it from my program and then export the modified XML again.</p> <p>Hopefully the input and output could be done within a few seconds on a fast Windows machine.</p> <p><hr /></p> <p>Clarification. I expect I will need to use DOM because access to the data structure for developing reports and making updates to the data is important and I need this functionality to be very fast.</p> <p>The input is only done once for File Loading and the output done only for File saving usually just once upon exit. These should be quick as well but are not as important as the in-memory data access and update.</p> <p>My understanding is that 3rd party parsers only help with input and output but not on using and modifying the data once loaded into memory. Or am I mistaken on this?</p>,xml|delphi|delphi-2009|large-files
28377,Performance difference between IIf() and If,<p>In Visual Basic is there a performance difference when using the <code>IIf</code> function instead of the <code>If</code> statement?</p>,vb.net|if-statement|iif-function
318239,How do I set environment variables from Java?,<p>How do I set environment variables from Java? I see that I can do this for subprocesses using <a href= http://docs.oracle.com/javase/7/docs/api/java/lang/ProcessBuilder.html >ProcessBuilder</a>. I have several subprocesses to start though so I'd rather modify the current process's environment and let the subprocesses inherit it.</p> <p>There's a System.getenv(String) for getting a single environment variable. I can also get a Map of the complete set of environment variables with System.getenv(). But calling put() on that Map throws an UnsupportedOperationException -- apparently they mean for the environment to be read only. And there's no System.setenv().</p> <p>So is there any way to set environment variables in the currently running process? If so how? If not what's the rationale? (Is it because this is Java and therefore I shouldn't be doing evil nonportable obsolete things like touching my environment?) And if not any good suggestions for managing the environment variable changes that I'm going to need to be feeding to several subprocesses?</p>,java|environment-variables
16322,Learning about LINQ,<h2>Overview</h2> <p>One of the things I've asked a lot about on this site is <a href= http://msdn.microsoft.com/en-us/netframework/aa904594.aspx >LINQ</a>. The questions I've asked have been wide and varied and often don't have much context behind them. So in an attempt to consolidate the knowledge I've acquired on Linq I'm posting this question with a view to maintaining and updating it with additional information as I continue to learn about LINQ. </p> <p>I also hope that it will prove to be a useful resource for other people wanting to learn about LINQ. </p> <h2>What is LINQ?</h2> <p>From <a href= http://msdn.microsoft.com/en-us/netframework/aa904594.aspx >MSDN</a>:</p> <blockquote> <p>The LINQ Project is a codename for a set of extensions to the .NET Framework that encompass language-integrated query set and transform operations. It extends C# and Visual Basic with native language syntax for queries and provides class libraries to take advantage of these capabilities.</p> </blockquote> <p>What this means is that LINQ provides a standard way to query a variety of datasources using a common syntax. </p> <h2>What flavours of LINQ are there?</h2> <p>Currently there are a few different LINQ providers provided by Microsoft:</p> <ul> <li><a href= http://msdn.microsoft.com/en-us/library/bb397919.aspx >Linq to Objects</a> which allows you to execute queries on any IEnumerable object. </li> <li><a href= http://msdn.microsoft.com/en-us/library/bb425822.aspx >Linq to SQL</a> which allows you to execute queries against a database in an object oriented manner. </li> <li><a href= http://msdn.microsoft.com/en-us/library/bb387098.aspx >Linq to XML</a> which allows you to query load validate serialize and manipulate XML documents.</li> <li><a href= http://msdn.microsoft.com/en-us/library/bb386964.aspx >Linq to Entities</a> as suggested by <a href= http://stackoverflow.com/questions/16322/all-about-linq#33588 >Andrei</a></li> <li><a href= http://msdn.microsoft.com/en-us/library/bb399399.aspx >Linq to Dataset</a></li> </ul> <p>There are quite a few others many of which are listed <a href= http://blogs.microsoft.co.il/blogs/vardi/archive/2008/10/09/the-linq-list-projects.aspx >here</a>.</p> <h2>What are the benefits?</h2> <ul> <li>Standardized way to query multiple datasources</li> <li>Compile time safety of queries</li> <li>Optimized way to perform set based operations on in memory objects</li> <li>Ability to debug queries</li> </ul> <h2>So what can I do with LINQ?</h2> <p><a href= http://stackoverflow.com/users/489/ch00k >Chook</a> provides a way to <a href= http://stackoverflow.com/questions/4432/csv-string-handling#4441 >output CSV files</a><br> <a href= http://stackoverflow.com/users/1/jeff-atwood >Jeff</a> shows how to <a href= http://stackoverflow.com/questions/9673/remove-duplicates-from-array#9685 >remove duplicates from an array</a><br> Bob gets a <a href= http://stackoverflow.com/questions/59/how-do-i-get-a-distinct-ordered-list-of-names-from-a-datatable-using-linq#62 >distinct ordered list from a datatable</a><br> <a href= http://stackoverflow.com/users/1659/marxidad >Marxidad</a> shows how to <a href= http://stackoverflow.com/questions/15486/sorting-an-ilist-in-c#15495 >sort an array</a><br> Dana gets help implementing a <a href= http://stackoverflow.com/questions/185072/learning-linq-quicksort >Quick Sort Using Linq</a> </p> <h2>Where to start?</h2> <p><strong>A summary of links from <a href= http://stackoverflow.com/questions/8050/beginners-guide-to-linq >GateKiller's question</a> are below</strong>:<br> Scott Guthrie provides an <a href= http://weblogs.asp.net/scottgu/archive/2007/05/19/using-linq-to-sql-part-1.aspx >intro to Linq on his blog</a><br> An overview of <a href= http://msdn.microsoft.com/en-us/library/bb308959.aspx >LINQ on MSDN</a> </p> <p><strong><a href= http://stackoverflow.com/users/1758/ChrisAnnODell >ChrisAnnODell</a> suggests checking out:</strong> </p> <ul> <li><a href= http://www.hookedonlinq.com/MainPage.ashx >Hooked on Linq</a> </li> <li><a href= http://code.msdn.microsoft.com/101-LINQ-Samples-3fb9811b >101 Linq Samples</a></li> <li><a href= http://www.linqpad.net/ >LinqPad</a> </li> </ul> <h2>What do I need to use LINQ?</h2> <p>Linq is currently available in VB.Net 9.0 and C# 3.0 so you'll need Visual Studio 2008 or greater to get the full benefits. (You could always write your code in notepad and compile using MSBuild)</p> <p>There is also a tool called <a href= http://stackoverflow.com/questions/7652/querying-like-linq-when-you-dont-have-linq#7710 >LinqBridge</a> which will allow you to run Linq like queries in C# 2.0. </p> <h2>Tips and tricks using LINQ</h2> <p><a href= http://stackoverflow.com/questions/28858/coolest-c-linqlambdas-trick-youve-ever-pulled >This question</a> has some tricky ways to use LINQ</p>,linq|linq-to-sql|linq-to-entities|linq-to-objects
121945,How do you like your comments?,<p>What are your best practices for comments? When should they be used and what they should contain? Or are comments even needed?</p>,comments
253063,Disable but not uninstall Resharper 4.x onwards,<p>Any ideas on how to disable but not uninstall Resharper 4.x or above?</p>,visual-studio|resharper|add-in
402217,How to store a dictionary on a Django Model?,<p>I need to store some data in a Django model. These data are not equal to all instances of the model.</p> <p>At first I thought about subclassing the model but I’m trying to keep the application flexible. If I use subclasses I’ll need to create a whole class each time I need a new kind of object and that’s no good. I’ll also end up with a lot of subclasses only to store a pair of extra fields.</p> <p>I really feel that a dictionary would be the best approach but there’s nothing in the Django documentation about storing a dictionary in a Django model (or I can’t find it).</p> <p>Any clues?</p>,python|django|orm|persistence
129693,Is duplicated code more tolerable in unit tests?,<p>I ruined several unit tests some time ago when I went through and refactored them to make them more <a href= http://en.wikipedia.org/wiki/Don%27t_repeat_yourself >DRY</a>--the intent of each test was no longer clear. It seems there is a trade-off between tests' readability and maintainability. If I leave duplicated code in unit tests they're more readable but then if I change the <a href= http://en.wikipedia.org/wiki/System_Under_Test >SUT</a> I'll have to track down and change each copy of the duplicated code.</p> <p>Do you agree that this trade-off exists? If so do you prefer your tests to be readable or maintainable?</p>,unit-testing|dry|code-duplication
14032,What's a Good Database ERD Tool for Linux?,<p>I've recently switched to Linux on my work machine and new to the Linux desktop environment I'd like to find a decent ERD tool for database design. Booting back into my Windows partition every time I need to create a diagram is going to get unpleasant quickly. I looked at Dia but didn't see any DB tools - only UML networking etc.</p> <p>Anyone have any recommendations? For what it's worth I'm using Ubuntu (Hardy Heron).</p> <p>Thanks.</p>,linux|ubuntu|erd
74010,What is the difference between explicit and implicit cursors in Oracle?,<p>I am a bit rusty on my cursor lingo in PL/SQL. Anyone know this?</p>,oracle|plsql
98124,Why does Javascript getYear() return 108?,<p>Why does this javascript return 108 instead of 2008? it gets the day and month correct but not the year?</p> <pre><code>myDate = new Date(); year = myDate.getYear(); </code></pre> <p>year = 108?</p>,javascript|date
51470,How do I reset a sequence in Oracle?,<p>In <a href= http://en.wikipedia.org/wiki/PostgreSQL >PostgreSQL</a> I can do something like this:</p> <pre><code>ALTER SEQUENCE serial RESTART WITH 0; </code></pre> <p>Is there an Oracle equivalent?</p>,sql|database|oracle|sequence|reset
420069,Most efficient javascript/AJAX toolkit?,<p>What is the most efficient Javascript/AJAX toolkit?</p>,javascript|ajax
573039,Shortcut to open file in Vim,<p>I want to open a file in Vim like in Eclipse using <kbd>Ctrl</kbd> + <kbd>Shift</kbd> + <kbd>R</kbd> or via the <kbd>Ctrl</kbd> + <kbd>N</kbd> option of autofill. Invoke a keyboard shortcut type the file name/pattern and choose from all the matching files names.</p> <p>I know opening it normally like:</p> <pre><code>:tabe &lt;filepath&gt; :new &lt;filepath&gt; :edit &lt;filepath&gt; </code></pre> <p>The problem here is that I have to specify the whole file path in these cases.</p>,vim|keyboard-shortcuts
